,lon,lat,poi_score,demo_score,metro_score,price_score,final_score
510,-3.737500000000001,40.39250000000004,0.02127659574468085,0.9999999999999999,0.9539457278391534,0.4772727272727273,0.5926266697457804
761,-3.707500000000002,40.417500000000054,1.0,0.22540759849605282,0.9761931879144807,0.019886363636363646,0.5668381898589848
1247,-3.647500000000003,40.38750000000004,0.00425531914893617,0.7811403587274934,0.95812291303994,0.6805555555555556,0.5633543970820281
803,-3.702500000000002,40.422500000000056,0.7191489361702128,0.4378746040130742,0.9670783695082772,0.04166666666666663,0.5488560692899749
732,-3.7125000000000017,40.477500000000084,0.09361702127659574,0.8153840542934766,0.9513805289473378,0.3954884105960266,0.5420741105796946
773,-3.707500000000002,40.477500000000084,0.09787234042553192,0.7346726971553362,0.9415613150485829,0.3954884105960266,0.5171734564031824
211,-3.7725000000000004,40.33250000000001,0.00851063829787234,0.8420314819654916,0.9518697714087274,0.3544291038703511,0.5164224111348249
590,-3.7275000000000014,40.382500000000036,0.0,0.5854071171503502,0.9794403288808926,0.6805555555555556,0.5076213120323947
804,-3.702500000000002,40.42750000000006,0.7361702127659575,0.2709223146277008,0.9816485094705243,0.04166666666666663,0.5067907934455357
800,-3.702500000000002,40.40750000000005,0.15319148936170213,0.8219292629770713,0.9771992184882006,0.09210526315789469,0.5063971220308511
762,-3.707500000000002,40.422500000000056,0.7914893617021277,0.20265666554750797,0.9858409403598625,0.04166666666666663,0.5037453295801965
842,-3.697500000000002,40.41250000000005,0.548936170212766,0.4213078752357197,0.9772400760103146,0.06562500000000004,0.49964622883660864
430,-3.747500000000001,40.402500000000046,0.06382978723404255,0.4904760309251287,0.9558192713960203,0.6805555555555556,0.4935667108380666
915,-3.687500000000002,40.36750000000003,0.0,0.6553204492392264,0.9024436282921116,0.5687500000000001,0.49083486043019026
1338,-3.6375000000000033,40.43250000000006,0.0,0.7361740121643133,0.9434673794681512,0.40104166666666663,0.4897540128762576
795,-3.702500000000002,40.382500000000036,0.02127659574468085,0.519779538366271,0.9344179355227507,0.6805555555555556,0.4853115384489468
844,-3.697500000000002,40.422500000000056,0.625531914893617,0.31984990490239834,0.9978218068793439,0.0,0.4831789073146734
814,-3.702500000000002,40.477500000000084,0.0425531914893617,0.5761068922546958,0.9910610829846487,0.4772727272727273,0.47926478717469245
549,-3.7325000000000013,40.382500000000036,0.0,0.5755416668046532,0.9342917211502488,0.5687500000000001,0.4732708442714457
345,-3.7575000000000007,40.38750000000004,0.03404255319148936,0.4500393827982804,0.9496859168572858,0.6805555555555556,0.4712728752794992
799,-3.702500000000002,40.402500000000046,0.11063829787234043,0.6207188444474384,0.9665227241214538,0.28125,0.46896168752022444
1306,-3.642500000000003,40.477500000000084,0.01702127659574468,0.583750858694573,0.9643911840358133,0.4772727272727273,0.4685644228488034
805,-3.702500000000002,40.43250000000006,0.41702127659574467,0.4324055575866022,0.9758044192616637,0.09210526315789469,0.4684099867386158
719,-3.7125000000000017,40.41250000000005,0.4765957446808511,0.3946229749042209,0.9397358785739325,0.09210526315789469,0.4677338442218871
1041,-3.6725000000000025,40.382500000000036,0.00425531914893617,0.5365433060577981,0.8049287743260596,0.719109195402299,0.46704718150769203
754,-3.707500000000002,40.382500000000036,0.0,0.5454566818368157,0.9378877195897797,0.5687500000000001,0.4649645484690007
1333,-3.6375000000000033,40.40750000000005,0.012765957446808512,0.5324247817807202,0.934362946333998,0.5687500000000001,0.46417981103505823
746,-3.707500000000002,40.342500000000015,0.02127659574468085,0.514501305198214,0.9373589058026468,0.5687500000000001,0.4619551514433978
760,-3.707500000000002,40.41250000000005,0.5957446808510638,0.21406140457383657,0.9841199596601502,0.09210526315789469,0.4581868701910791
1251,-3.647500000000003,40.40750000000005,0.1574468085106383,0.3732087900915098,0.9196634231702951,0.5687500000000001,0.4568793642147035
618,-3.7225000000000015,40.3175,0.0,0.6697790239554653,0.9225997838212621,0.3544291038703511,0.4563394847249622
1167,-3.657500000000003,40.39750000000004,0.02127659574468085,0.6067193535987317,0.9328481972223965,0.40104166666666663,0.4551767575808364
839,-3.697500000000002,40.39750000000004,0.06808510638297872,0.6616955166032706,0.9457689280420833,0.23333333333333328,0.45475463917095815
1246,-3.647500000000003,40.382500000000036,0.0,0.46018125420579553,0.8955039979724546,0.6805555555555556,0.4532662869673407
346,-3.7575000000000007,40.39250000000004,0.0425531914893617,0.40682805005547634,0.8953111018326574,0.6805555555555556,0.44998770394109405
1214,-3.652500000000003,40.42750000000006,0.012765957446808512,0.5701984254650929,0.9731464687446358,0.40104166666666663,0.44972694195583096
1009,-3.6775000000000024,40.42750000000006,0.1021276595744681,0.6692863699699465,0.9659292185086521,0.12152777777777779,0.4489156081206104
306,-3.7625000000000006,40.39750000000004,0.012765957446808512,0.4109566039003382,0.92000266308467,0.6805555555555556,0.44722841213218917
1257,-3.647500000000003,40.437500000000064,0.00851063829787234,0.5187396061645286,0.9479578519019096,0.4856651376146788,0.444899671242038
383,-3.752500000000001,40.37250000000003,0.00425531914893617,0.36115187116721353,0.993099806973408,0.6805555555555556,0.44435322960063767
763,-3.707500000000002,40.42750000000006,0.4595744680851064,0.3448595639043145,0.9659834933600226,0.04166666666666663,0.4428602416021641
548,-3.7325000000000013,40.37750000000003,0.0,0.3733973946651977,0.970574369578884,0.6805555555555556,0.44224520342644724
1298,-3.642500000000003,40.437500000000064,0.08085106382978724,0.4156350337992296,0.9777810247281042,0.4856651376146788,0.44163506175726164
910,-3.687500000000002,40.342500000000015,0.00425531914893617,0.3950417116979542,0.9216677055462128,0.6805555555555556,0.4402337614744208
713,-3.7125000000000017,40.382500000000036,0.00851063829787234,0.39323733334764815,0.9166292221014096,0.6805555555555556,0.4399613470250492
801,-3.702500000000002,40.41250000000005,0.4297872340425532,0.3262708280076837,0.9730101403888032,0.09210526315789469,0.43984049932441066
1296,-3.642500000000003,40.42750000000006,0.00851063829787234,0.5476428827517956,0.9603417559299299,0.40104166666666663,0.43912274083421965
802,-3.702500000000002,40.417500000000054,0.6680851063829787,0.12104494718590202,0.989959153735942,0.019886363636363646,0.4387081195451253
841,-3.697500000000002,40.40750000000005,0.16595744680851063,0.5988422590324998,0.9531743043276304,0.09210526315789469,0.43849582524940817
1292,-3.642500000000003,40.40750000000005,0.00851063829787234,0.4262433216850538,0.9700175779316869,0.5687500000000001,0.4381797035812153
1579,-3.607500000000004,40.40750000000005,0.012765957446808512,0.4938313948303007,0.9531238563417777,0.4772727272727273,0.43805852240603377
796,-3.702500000000002,40.38750000000004,0.0425531914893617,0.4071053958312438,0.9409093182698278,0.5687500000000001,0.4368294398501472
871,-3.692500000000002,40.35250000000002,0.03404255319148936,0.31002799241867385,0.9809543348050127,0.6805555555555556,0.43552314175516266
1419,-3.6275000000000035,40.42750000000006,0.00425531914893617,0.41102180185287407,0.9777774729881088,0.5742687385745027,0.4349923786130654
1409,-3.6275000000000035,40.37750000000003,0.0,0.3696973725326657,0.9266200543757481,0.6805555555555556,0.43234433374606046
1250,-3.647500000000003,40.402500000000046,0.05106382978723405,0.32309874063992094,0.914125929008657,0.6805555555555556,0.43118506804098905
1291,-3.642500000000003,40.402500000000046,0.07659574468085106,0.2627040210593132,0.9639513896174332,0.6805555555555556,0.43069131875664707
1082,-3.6675000000000026,40.382500000000036,0.00425531914893617,0.5674473021150911,0.813409996322342,0.4772727272727273,0.42964733109822206
636,-3.7225000000000015,40.40750000000005,0.029787234042553193,0.3522207587875532,0.8906265034159304,0.6805555555555556,0.42883880964332916
1386,-3.6325000000000034,40.46750000000008,0.0,0.5311214038717096,0.9351439466638904,0.41214817880808763,0.4287948462559085
1048,-3.6725000000000025,40.417500000000054,0.03404255319148936,0.6320665098534566,0.9490711056632417,0.19140625,0.4279281900461321
879,-3.692500000000002,40.39250000000004,0.0723404255319149,0.48770775196989513,0.9627828615085434,0.33653846153846156,0.427878717859944
387,-3.752500000000001,40.39250000000004,0.02127659574468085,0.34538799166433115,0.8869711504402833,0.6805555555555556,0.4235047174218714
1533,-3.612500000000004,40.382500000000036,0.0,0.1632508496092416,0.8720600803531049,1.0,0.42338727095339346
723,-3.7125000000000017,40.43250000000006,0.2042553191489362,0.4467448051588996,0.9478548471493138,0.19140625,0.4231522567222135
1054,-3.6725000000000025,40.44750000000007,0.03829787234042553,0.610934588785556,0.9462132321447125,0.19140625,0.4222936347667369
509,-3.737500000000001,40.38750000000004,0.059574468085106386,0.43539051815189994,0.9656515994350663,0.40104166666666663,0.4218281490914485
1329,-3.6375000000000033,40.38750000000004,0.00425531914893617,0.29767104076994655,0.9751894069500295,0.6805555555555556,0.42172690047678185
664,-3.7175000000000016,40.342500000000015,0.012765957446808512,0.38885145063979965,0.9233304338241144,0.5687500000000001,0.4189013091908053
1574,-3.607500000000004,40.382500000000036,0.00425531914893617,0.18454977186629956,0.810087584870514,1.0,0.41865904427867356
1451,-3.6225000000000036,40.382500000000036,0.00425531914893617,0.2888524128352262,0.9718795821665278,0.6805555555555556,0.4184193471396654
1053,-3.6725000000000025,40.44250000000007,0.05106382978723405,0.5969228502598591,0.9630082046004436,0.15441176470588236,0.4178799978753931
429,-3.747500000000001,40.39750000000004,0.0,0.29921857495934645,0.9520746182901227,0.6805555555555556,0.41629160725693964
138,-3.7825,40.37750000000003,0.0,0.3236859250968012,0.9142351605755454,0.6805555555555556,0.4160639207552606
963,-3.6825000000000023,40.402500000000046,0.01702127659574468,0.49603905298028167,0.9688396622958173,0.33653846153846156,0.4149937236396637
1126,-3.6625000000000028,40.39750000000004,0.00425531914893617,0.4608427039830888,0.9674296066324661,0.40104166666666663,0.413223661599434
881,-3.692500000000002,40.402500000000046,0.06808510638297872,0.5280347471193624,0.9779535593586939,0.19140625,0.41270791792244116
472,-3.742500000000001,40.40750000000005,0.00425531914893617,0.2824372855075144,0.9508325844864647,0.6805555555555556,0.41228540940533925
724,-3.7125000000000017,40.437500000000064,0.17446808510638298,0.4213906736409074,0.9755641343185175,0.19140625,0.41215170448789057
386,-3.752500000000001,40.38750000000004,0.055319148936170216,0.2248231777447456,0.9558455627492961,0.6805555555555556,0.41132292166524514
1373,-3.6325000000000034,40.402500000000046,0.02127659574468085,0.25752028443577385,0.9569810028525456,0.6805555555555556,0.4111463757357567
